x,y,label
-2709.671875,-318.10260009765625,A
-2589.512939453125,-416.84539794921875,A
-2783.330810546875,-333.36883544921875,A
-2075.842041015625,-360.0518493652344,A
-1770.4249267578125,-395.0048522949219,A
-1806.795654296875,-503.7061462402344,A
-1973.671142578125,-544.9871215820312,A
-2065.255126953125,-535.7711791992188,A
-1891.8804931640625,-488.38739013671875,A
-1882.4215087890625,-501.9237365722656,A
-1907.77587890625,-492.5216369628906,A
-1100.775146484375,-575.4376220703125,A
-674.0767211914062,-648.4142456054688,A
-620.7987670898438,-586.5340576171875,A
366.55487060546875,-607.4597778320312,A
-1554.1591796875,-499.1679992675781,A
-2230.168701171875,-293.2879333496094,A
-1189.7642822265625,-386.9120788574219,A
-491.2538757324219,-428.4515380859375,A
-945.737548828125,-515.9568481445312,A
-1828.5330810546875,-346.375244140625,A
-1287.1163330078125,-461.5274658203125,A
-1324.328125,-466.85003662109375,A
-1953.103759765625,-377.108642578125,A
-1318.085693359375,-454.3639831542969,A
-1182.5247802734375,-518.8649291992188,A
-928.3632202148438,-547.9031372070312,A
-811.5618286132812,-431.4898376464844,A
-1788.290283203125,-275.0890808105469,A
-2726.1943359375,-322.6137390136719,A
-3598.952392578125,-203.72369384765625,A
-3763.58154296875,-292.78021240234375,A
-3596.18359375,-221.192138671875,A
-3690.2705078125,-39.16820526123047,A
-3666.041015625,-173.286376953125,A
-3509.6591796875,-222.75155639648438,A
-3440.105712890625,-110.87528991699219,A
-3754.606689453125,-201.2173614501953,A
-2177.711181640625,-366.3957214355469,A
-2395.93994140625,-214.60848999023438,A
-3991.484619140625,-169.1484375,A
-3761.060791015625,-200.3278350830078,A
-4027.02197265625,-36.93174743652344,A
-2442.783203125,-190.66165161132812,A
-2307.740966796875,-151.98756408691406,A
-2590.611328125,-292.64886474609375,A
-2005.11865234375,-269.39306640625,A
-2322.768798828125,-158.82733154296875,A
-2133.607666015625,-236.9046630859375,A
-2199.95849609375,-362.314453125,A
-2115.072509765625,-330.1522521972656,A
-1506.5267333984375,-420.5268249511719,A
-418.7048645019531,-437.15728759765625,A
-1121.8741455078125,-393.3592224121094,A
-735.7291259765625,-395.8787536621094,A
-1808.9267578125,-210.6481475830078,A
-1442.8321533203125,-270.84893798828125,A
-690.9572143554688,-350.84423828125,A
-393.6541748046875,-402.5194396972656,A
-442.8299255371094,-155.10372924804688,A
-1686.89892578125,-241.83314514160156,A
-1183.3453369140625,-194.47503662109375,A
-585.5603637695312,-270.3203430175781,A
-339.3960266113281,-399.41058349609375,A
1382.4779052734375,-457.6935729980469,A
1672.12548828125,-424.9164733886719,A
2354.259521484375,-365.6742248535156,A
2479.8076171875,-425.7593078613281,A
1567.3450927734375,-553.9007568359375,A
2464.496337890625,-618.7417602539062,A
2403.48779296875,-648.9628295898438,A
2916.64306640625,-622.624267578125,A
3415.5712890625,-673.5548095703125,A
3625.08544921875,-645.799072265625,A
2876.4970703125,-730.0428466796875,A
2684.004150390625,-708.02490234375,A
3177.667724609375,-684.6917724609375,A
2871.654541015625,-699.2747192382812,A
2880.4921875,-713.0276489257812,A
2956.406005859375,-655.9612426757812,A
2449.947021484375,-711.6586303710938,A
2429.0888671875,-728.9257202148438,A
2428.976318359375,-715.564697265625,A
2116.67529296875,-824.1889038085938,A
2838.571533203125,-802.33837890625,A
2742.778564453125,-779.21923828125,A
3433.075927734375,-762.7605590820312,A
4066.56884765625,-716.8587036132812,A
3484.848876953125,-678.093994140625,A
3744.94287109375,-719.1544799804688,A
3983.98876953125,-796.6521606445312,A
3647.533203125,-929.4822387695312,A
4427.0546875,-898.7055053710938,A
4135.80615234375,-1119.1551513671875,A
3528.015380859375,-1098.638671875,A
3984.661376953125,-1081.1717529296875,A
4222.61083984375,-1121.3353271484375,A
2909.4921875,-1135.623779296875,A
1958.88623046875,-971.8455200195312,A
1478.228759765625,-981.6853637695312,A
1398.1439208984375,-967.8925170898438,A
-95.42250061035156,-852.9310302734375,A
128.0696258544922,-898.5901489257812,A
-561.0592651367188,-807.3485717773438,A
-1057.8211669921875,-711.98583984375,A
-592.2319946289062,-812.7853393554688,A
498.8209228515625,-852.3120727539062,A
-74.2126693725586,-818.4097290039062,A
-708.7594604492188,-751.0643920898438,A
-805.2241821289062,-760.331787109375,A
-985.03955078125,-716.1044311523438,A
-1978.24072265625,-637.5322875976562,A
-1683.433349609375,-555.8846435546875,A
-2808.056640625,-459.0259704589844,A
-2167.52001953125,-530.9902954101562,A
-2152.256591796875,-523.171630859375,A
-1900.110107421875,-507.54498291015625,A
-1892.6732177734375,-469.1233825683594,A
-2446.76171875,-396.42431640625,A
-1804.9886474609375,-517.85400390625,A
-2428.178955078125,-396.15985107421875,A
-1788.0665283203125,-532.782958984375,A
-1197.2947998046875,-519.3716430664062,A
-702.780517578125,-641.28173828125,A
-654.5443725585938,-622.6885375976562,A
-1277.82177734375,-599.30419921875,A
-933.3919677734375,-526.9043579101562,A
-654.1282958984375,-546.5201416015625,A
-1119.464599609375,-567.4070434570312,A
-1690.02490234375,-424.1755676269531,A
-2128.78955078125,-413.2489013671875,A
-1787.7923583984375,-513.4930419921875,A
-2224.496337890625,-404.27093505859375,A
-2034.93798828125,-387.38824462890625,A
-399.3499755859375,-544.4088745117188,A
-1360.6512451171875,-436.0927429199219,A
-2445.148193359375,-243.89894104003906,A
-1540.3350830078125,-302.8086853027344,A
-1531.4661865234375,-529.679931640625,A
-1646.6585693359375,-576.1045532226562,A
-1774.2703857421875,-533.3449096679688,A
-1731.6527099609375,-438.3283386230469,A
-1557.057861328125,-302.4266052246094,A
-1956.7867431640625,-413.9869689941406,A
-1741.77685546875,-389.6257019042969,A
-1676.2037353515625,-399.6498718261719,A
-1890.7186279296875,-401.02435302734375,A
-2046.2530517578125,-400.3079528808594,A
-943.42333984375,-441.2460632324219,A
-1493.7374267578125,-465.06085205078125,A
-1936.317138671875,-414.28692626953125,A
-2172.128173828125,-447.4795837402344,A
-3244.37646484375,-351.74102783203125,A
-2862.109130859375,-417.1307373046875,A
-3621.588623046875,-309.26690673828125,A
-4296.7080078125,-251.1750946044922,A
-4276.80029296875,-267.9805908203125,A
-4406.96826171875,-318.2223205566406,A
-4629.22998046875,-335.7867126464844,A
-3514.6982421875,-371.3868408203125,A
-4327.02587890625,-256.922607421875,A
-3595.765625,-292.94842529296875,A
-4771.828125,-206.8249969482422,A
-2905.113525390625,-337.73101806640625,A
-3749.5087890625,-318.6448059082031,A
-4259.02099609375,-262.4137878417969,A
-4280.13623046875,-250.09791564941406,A
-3477.197998046875,-450.2439270019531,A
-4742.7001953125,-325.19720458984375,A
-3797.1435546875,-350.5236511230469,A
-2413.061279296875,-434.6602783203125,A
-3269.49169921875,-617.7792358398438,A
-2789.09228515625,-674.6350708007812,A
-1190.575927734375,-772.281494140625,A
-1746.9166259765625,-717.0078125,A
-2615.26025390625,-702.7467651367188,A
-2390.524169921875,-621.1416015625,A
-824.12890625,-423.42413330078125,A
-6503.43896484375,-80.47037506103516,A
-6521.0546875,-78.39368438720703,A
-5989.7392578125,-165.7675018310547,A
-5679.5048828125,-207.59710693359375,A
-5661.900390625,-208.55133056640625,A
-5536.83349609375,-215.8370819091797,A
-5562.47265625,-200.10165405273438,A
-4686.7431640625,-294.3130798339844,A
-3749.428466796875,-356.0302734375,A
-3219.142578125,-433.9212951660156,A
-3095.05029296875,-459.7696228027344,A
-2987.65380859375,-422.0129089355469,A
-3057.7060546875,-337.2867431640625,A
-2713.5654296875,-345.6594543457031,A
-2636.81591796875,-360.6549377441406,A
-2166.761962890625,-431.9471740722656,A
-2272.497802734375,-416.8421630859375,A
-2151.135009765625,-432.07958984375,A
-1487.6551513671875,-462.75634765625,A
-725.5245971679688,-570.3409423828125,A
437.452880859375,-650.6974487304688,A
737.6699829101562,-662.1154174804688,A
2430.123046875,-689.3362426757812,A
3204.59814453125,-724.0272216796875,A
4344.3603515625,-578.7289428710938,A
4500.63037109375,-565.8003540039062,A
3192.24462890625,-201.62557983398438,A
2347.112548828125,-160.92604064941406,A
1036.23583984375,-77.19414520263672,A
1762.8529052734375,-238.47552490234375,A
1664.89501953125,-220.66937255859375,A
1314.2724609375,-248.5733184814453,A
1183.059326171875,-194.45022583007812,A
1622.5123291015625,-213.97006225585938,A
1082.8592529296875,-397.1927490234375,A
527.6405639648438,-681.7470092773438,A
685.0428466796875,-763.1301879882812,A
379.72991943359375,-729.035400390625,A
1430.6807861328125,-903.491455078125,A
-246.68528747558594,-624.2200317382812,A
-1077.284423828125,-654.514404296875,A
-1842.5389404296875,-632.3516235351562,A
-2697.22216796875,-533.2954711914062,A
-3207.551513671875,-422.5621032714844,A
-4024.025634765625,-322.44891357421875,A
-4123.16650390625,-317.9451599121094,A
-4763.81298828125,-281.9942626953125,A
-5125.6865234375,-134.1822967529297,A
-5234.40966796875,-81.37932586669922,A
-5554.44287109375,-59.019737243652344,A
-5570.201171875,-58.77044677734375,A
-6086.63232421875,-29.891210556030273,A
-6104.0615234375,-37.45417785644531,A
-5534.3447265625,-131.77935791015625,A
-5996.3984375,-105.51605224609375,A
-6535.7197265625,-83.27903747558594,A
-6516.50439453125,-95.41338348388672,A
-6325.63427734375,-37.217350006103516,A
-6112.31640625,-18.439701080322266,A
-6195.43017578125,7.417174816131592,A
-6135.34521484375,108.6084213256836,A
-6066.39599609375,72.13821411132812,A
-6392.76171875,155.63790893554688,A
-6335.1650390625,192.56016540527344,A
-6161.8349609375,166.23257446289062,A
-6431.67333984375,257.5069580078125,A
-6800.322265625,278.5131530761719,A
-6638.0732421875,278.5838623046875,A
-6967.89013671875,266.05126953125,A
-6618.228515625,297.2574768066406,A
-6627.953125,271.6014709472656,A
-6888.0224609375,293.83642578125,A
-6812.78271484375,293.1084289550781,A
-6935.5771484375,275.4448547363281,A
-7181.95849609375,276.9105224609375,A
-7315.1640625,315.0697326660156,A
-7621.0322265625,296.3638916015625,A
-7197.27734375,285.737060546875,A
-6264.71630859375,244.94107055664062,A
-5092.57763671875,265.62957763671875,A
-4389.30517578125,184.4109649658203,A
-4558.65185546875,268.25250244140625,A
-5105.64111328125,381.60247802734375,A
-4911.435546875,359.59393310546875,A
-4905.73681640625,381.5023193359375,A
-5030.6337890625,369.3227233886719,A
-5121.91748046875,388.3852844238281,A
-4744.671875,295.578857421875,A
-4899.14013671875,367.9820251464844,A
-4815.87939453125,324.0662841796875,A
-5111.73828125,367.1127624511719,A
-5182.80615234375,387.73614501953125,A
-5333.12890625,414.3199157714844,A
-5538.2353515625,482.5777282714844,A
-5347.6357421875,424.8430480957031,A
-5052.1865234375,397.2809143066406,A
-5306.552734375,439.9216613769531,A
-5745.818359375,541.115478515625,A
-5525.14453125,466.532958984375,A
-5556.73193359375,510.6545715332031,A
4811.9814453125,-425.34210205078125,A
4993.19775390625,-494.44757080078125,A
4622.30712890625,-543.0772705078125,A
4067.943115234375,-612.8406982421875,A
4823.46240234375,-697.92578125,A
3122.778564453125,-648.1730346679688,A
4051.447998046875,-722.5322875976562,A
3761.349609375,-712.0198364257812,A
2939.951904296875,-673.9486694335938,A
2837.486572265625,-816.9213256835938,A
2447.359619140625,-688.1690063476562,A
3065.110107421875,-804.1190795898438,A
1367.3160400390625,-518.6475830078125,A
2400.215087890625,-666.1405029296875,A
1435.6551513671875,-547.2887573242188,A
1948.6348876953125,-681.631591796875,A
1533.0135498046875,-638.6530151367188,A
1290.271728515625,-599.8146362304688,A
1470.6209716796875,-563.65966796875,A
1532.1357421875,-623.240234375,A
132.36509704589844,-423.8036193847656,A
792.6624755859375,-578.0265502929688,A
352.6678771972656,-518.7582397460938,A
6.370621681213379,-524.2725219726562,A
-117.56056213378906,-656.2962646484375,A
-872.337158203125,-461.2506103515625,A
-1075.9708251953125,-339.77532958984375,A
-1237.2412109375,-353.0147705078125,A
-443.3745422363281,-419.4524841308594,A
-550.6644897460938,-416.7333679199219,A
-981.2059936523438,-356.3063659667969,A
-58.646644592285156,-476.2442626953125,A
-27.881916046142578,-476.50726318359375,A
164.84088134765625,-486.7857360839844,A
134.05015563964844,-454.0179443359375,A
